# a header line
        1.000000e-03         7.463717e-01         1.552457e-01         0.000000e+00         7.992153e-01
        2.668896e-03         7.047680e-01         9.476212e-02         0.000000e+00         7.943636e-01
        4.337793e-03         6.249281e-01         7.393274e-02         0.000000e+00         7.851666e-01
        6.006689e-03         7.856893e-01         6.233190e-02         0.000000e+00         7.717515e-01
        7.675585e-03         7.376442e-01         5.456453e-02         0.000000e+00         7.543029e-01
        9.344482e-03         6.801880e-01         4.880924e-02         0.000000e+00         7.330594e-01
        1.101338e-02         7.065638e-01         4.425889e-02         0.000000e+00         7.083086e-01
        1.268227e-02         7.101009e-01         4.049508e-02         0.000000e+00         6.803816e-01
        1.435117e-02         6.718075e-01         3.727742e-02         0.000000e+00         6.496472e-01
        1.602007e-02         5.740926e-01         3.445749e-02         0.000000e+00         6.165041e-01
        1.768896e-02         5.670709e-01         3.193868e-02         0.000000e+00         5.813744e-01
        1.935786e-02         5.614953e-01         2.965552e-02         0.000000e+00         5.446948e-01
        2.102676e-02         4.754133e-01         2.756233e-02         0.000000e+00         5.069098e-01
        2.269565e-02         4.886006e-01         2.562650e-02         0.000000e+00         4.684631e-01
        2.436455e-02         3.905978e-01         2.382437e-02         0.000000e+00         4.297903e-01
        2.603344e-02         3.834038e-01         2.213859e-02         0.000000e+00         3.913116e-01
        2.770234e-02         3.807264e-01         2.055635e-02         0.000000e+00         3.534252e-01
        2.937124e-02         3.045333e-01         1.906825e-02         0.000000e+00         3.165012e-01
        3.104013e-02         2.943000e-01         1.766740e-02         0.000000e+00         2.808763e-01
        3.270903e-02         2.439622e-01         1.634888e-02         0.000000e+00         2.468495e-01
        3.437793e-02         2.243247e-01         1.510927e-02         0.000000e+00         2.146785e-01
        3.604682e-02         1.808676e-01         1.394640e-02         0.000000e+00         1.845774e-01
        3.771572e-02         1.640537e-01         1.285903e-02         0.000000e+00         1.567152e-01
        3.938462e-02         1.263639e-01         1.184674e-02         0.000000e+00         1.312152e-01
        4.105351e-02         1.154571e-01         1.090971e-02         0.000000e+00         1.081553e-01
        4.272241e-02         9.250929e-02         1.004862e-02         0.000000e+00         8.757004e-02
        4.439130e-02         6.940775e-02         9.264455e-03         0.000000e+00         6.945197e-02
        4.606020e-02         6.984806e-02         8.558307e-03         0.000000e+00         5.375520e-02
        4.772910e-02         4.521852e-02         7.931115e-03         0.000000e+00         4.039870e-02
        4.939799e-02         2.572763e-02         7.383335e-03         0.000000e+00         2.927052e-02
        5.106689e-02         2.232680e-02         6.914543e-03         0.000000e+00         2.023224e-02
        5.273579e-02        -4.958420e-04         6.523028e-03         0.000000e+00         1.312375e-02
        5.440468e-02        -4.719358e-04         6.205444e-03         0.000000e+00         7.768187e-03
        5.607358e-02         9.485575e-03         5.956631e-03         0.000000e+00         3.976839e-03
        5.774247e-02        -7.242353e-04         5.769684e-03         0.000000e+00         1.553979e-03
        5.941137e-02         2.313808e-03         5.636308e-03         0.000000e+00         3.014901e-04
        6.108027e-02         1.661900e-03         5.547366e-03         0.000000e+00         2.316881e-05
        6.274916e-02        -3.809114e-04         5.493524e-03         0.000000e+00         5.286510e-04
        6.441806e-02        -4.328256e-03         5.465830e-03         0.000000e+00         1.636872e-03
        6.608696e-02         8.019099e-03         5.456161e-03         0.000000e+00         3.179020e-03
        6.775585e-02         3.921551e-04         5.457481e-03         0.000000e+00         5.000941e-03
        6.942475e-02         1.135966e-02         5.463948e-03         0.000000e+00         6.964985e-03
        7.109365e-02         7.232396e-03         5.470901e-03         0.000000e+00         8.951287e-03
        7.276254e-02         3.892351e-03         5.474766e-03         0.000000e+00         1.085849e-02
        7.443144e-02         1.788490e-02         5.472939e-03         0.000000e+00         1.260395e-02
        7.610033e-02         2.432758e-02         5.463640e-03         0.000000e+00         1.412346e-02
        7.776923e-02         7.760799e-03         5.445790e-03         0.000000e+00         1.537051e-02
        7.943813e-02         3.000487e-02         5.418880e-03         0.000000e+00         1.631525e-02
        8.110702e-02         1.433518e-02         5.382867e-03         0.000000e+00         1.694300e-02
        8.277592e-02         1.926386e-02         5.338079e-03         0.000000e+00         1.725267e-02
        8.444482e-02         1.522618e-02         5.285136e-03         0.000000e+00         1.725490e-02
        8.611371e-02         1.392352e-02         5.224880e-03         0.000000e+00         1.697011e-02
        8.778261e-02         1.759089e-02         5.158312e-03         0.000000e+00         1.642653e-02
        8.945151e-02         1.342074e-02         5.086545e-03         0.000000e+00         1.565824e-02
        9.112040e-02         1.711703e-02         5.010754e-03         0.000000e+00         1.470323e-02
        9.278930e-02         1.444970e-02         4.932138e-03         0.000000e+00         1.360168e-02
        9.445819e-02         1.429231e-02         4.851884e-03         0.000000e+00         1.239429e-02
        9.612709e-02         1.342394e-02         4.771136e-03         0.000000e+00         1.112086e-02
        9.779599e-02         1.450153e-02         4.690965e-03         0.000000e+00         9.819070e-03
        9.946488e-02         1.446739e-02         4.612348e-03         0.000000e+00         8.523484e-03
        1.011338e-01         1.215891e-03         4.536147e-03         0.000000e+00         7.264759e-03
        1.028027e-01         5.385505e-03         4.463094e-03         0.000000e+00         6.069117e-03
        1.044716e-01         7.578731e-03         4.393778e-03         0.000000e+00         4.958012e-03
        1.061405e-01         5.754542e-03         4.328643e-03         0.000000e+00         3.948002e-03
        1.078094e-01        -1.095562e-03         4.267986e-03         0.000000e+00         3.050808e-03
        1.094783e-01        -3.290182e-03         4.211960e-03         0.000000e+00         2.273520e-03
        1.111472e-01        -1.544119e-04         4.160586e-03         0.000000e+00         1.618942e-03
        1.128161e-01         6.349177e-04         4.113765e-03         0.000000e+00         1.086039e-03
        1.144849e-01         7.252770e-05         4.071294e-03         0.000000e+00         6.704536e-04
        1.161538e-01         4.594293e-03         4.032887e-03         0.000000e+00         3.650727e-04
        1.178227e-01         5.500028e-03         3.998194e-03         0.000000e+00         1.606164e-04
        1.194916e-01        -1.083735e-03         3.966821e-03         0.000000e+00         4.622315e-05
        1.211605e-01         1.303574e-04         3.938351e-03         0.000000e+00         1.001151e-05
        1.228294e-01         4.651784e-03         3.912361e-03         0.000000e+00         3.960329e-05
        1.244983e-01         4.190830e-03         3.888434e-03         0.000000e+00         1.225922e-04
        1.261672e-01        -2.833474e-03         3.866177e-03         0.000000e+00         2.469493e-04
        1.278361e-01         1.792466e-03         3.845227e-03         0.000000e+00         4.013586e-04
        1.295050e-01        -3.941963e-03         3.825260e-03         0.000000e+00         5.754801e-04
        1.311739e-01         7.031869e-03         3.805994e-03         0.000000e+00         7.601406e-04
        1.328428e-01         3.409146e-04         3.787191e-03         0.000000e+00         9.474559e-04
        1.345117e-01        -9.252489e-03         3.768657e-03         0.000000e+00         1.130888e-03
