# header1
# header2
# header3
        1.000000e-03         4.669629e-01         4.714589e-02         0.000000e+00         4.994864e-01
        2.668896e-03         4.452524e-01         2.876632e-02         0.000000e+00         4.962902e-01
        4.337793e-03         5.020792e-01         2.242593e-02         0.000000e+00         4.902343e-01
        6.006689e-03         4.649141e-01         1.888525e-02         0.000000e+00         4.814073e-01
        7.675585e-03         4.921803e-01         1.650630e-02         0.000000e+00         4.699381e-01
        9.344482e-03         4.553128e-01         1.473629e-02         0.000000e+00         4.559927e-01
        1.101338e-02         4.309795e-01         1.333036e-02         0.000000e+00         4.397708e-01
        1.268227e-02         4.050424e-01         1.216165e-02         0.000000e+00         4.215023e-01
        1.435117e-02         4.146814e-01         1.115737e-02         0.000000e+00         4.014417e-01
        1.602007e-02         3.665388e-01         1.027258e-02         0.000000e+00         3.798637e-01
        1.768896e-02         3.419554e-01         9.478072e-03         0.000000e+00         3.570577e-01
        1.935786e-02         3.249908e-01         8.754074e-03         0.000000e+00         3.333219e-01
        2.102676e-02         3.155825e-01         8.086792e-03         0.000000e+00         3.089578e-01
        2.269565e-02         2.829073e-01         7.466376e-03         0.000000e+00         2.842645e-01
        2.436455e-02         2.570194e-01         6.885661e-03         0.000000e+00         2.595334e-01
        2.603344e-02         2.253909e-01         6.339371e-03         0.000000e+00         2.350430e-01
        2.770234e-02         2.134279e-01         5.823573e-03         0.000000e+00         2.110546e-01
        2.937124e-02         1.936791e-01         5.335321e-03         0.000000e+00         1.878077e-01
        3.104013e-02         1.684204e-01         4.872391e-03         0.000000e+00         1.655167e-01
        3.270903e-02         1.496491e-01         4.433098e-03         0.000000e+00         1.443684e-01
        3.437793e-02         1.282770e-01         4.016165e-03         0.000000e+00         1.245195e-01
        3.604682e-02         9.927534e-02         3.620613e-03         0.000000e+00         1.060953e-01
        3.771572e-02         9.059283e-02         3.245693e-03         0.000000e+00         8.918933e-02
        3.938462e-02         7.146192e-02         2.890820e-03         0.000000e+00         7.386322e-02
        4.105351e-02         5.914170e-02         2.555534e-03         0.000000e+00         6.014768e-02
        4.272241e-02         4.742889e-02         2.239458e-03         0.000000e+00         4.804389e-02
        4.439130e-02         3.771525e-02         1.942279e-03         0.000000e+00         3.752552e-02
